
  -1.0000000000000000       -1.0000000000000000        4.5779994114647862E-017   2.3996156522589722E-031  -4.5779994114647622E-017
  -1.0000000000000000      -0.97999999999999998        2.3960130361412379E-016   1.2182290971870275E-016  -1.1777839389542104E-016
  -1.0000000000000000      -0.95999999999999996       -9.5285021222785347E-017   2.3599123798645757E-016   3.3127625920924293E-016
  -1.0000000000000000      -0.93999999999999995        3.8721882687966132E-017   3.3533136885646158E-016   2.9660948616849543E-016
  -1.0000000000000000      -0.92000000000000004       -3.1166442868959353E-016   4.1360139655870711E-016   7.2526582524830069E-016
  -1.0000000000000000      -0.90000000000000002       -4.3727503457179630E-017   4.6588332739563704E-016   5.0961083085281668E-016
  -1.0000000000000000      -0.88000000000000000       -2.2488995013164741E-017   4.8889209537327504E-016   5.1138109038643982E-016
  -1.0000000000000000      -0.85999999999999999       -1.4307097293928304E-016   4.8118197497925680E-016   6.2425294791853982E-016
  -1.0000000000000000      -0.83999999999999997       -4.8781455547487632E-016   4.4323742143377772E-016   9.3105197690865414E-016
  -1.0000000000000000      -0.82000000000000006       -9.2101589066328039E-017   3.7744263058640705E-016   4.6954421965273511E-016
  -1.0000000000000000      -0.80000000000000004       -2.1297703053658896E-016   2.8793173112239851E-016   5.0090876165898742E-016
  -1.0000000000000000      -0.78000000000000003       -3.4453316090310505E-016   1.8032902205313647E-016   5.2486218295624147E-016
  -1.0000000000000000      -0.76000000000000001       -2.9077939786535341E-016   6.1395577324524601E-017   3.5217497518987798E-016
  -1.0000000000000000      -0.73999999999999999       -2.4078100036549031E-016  -6.1395577324524959E-017   1.7938542304096534E-016
  -1.0000000000000000      -0.71999999999999997       -1.4799163335710447E-016  -1.8032902205313684E-016  -3.2337388696032374E-017
  -1.0000000000000000      -0.69999999999999996       -3.8522940742114762E-019  -2.8793173112239880E-016  -2.8754650171497764E-016
  -1.0000000000000000      -0.67999999999999994        2.2002991067240272E-016  -3.7744263058640734E-016  -5.9747254125881006E-016
  -1.0000000000000000      -0.65999999999999992        6.4393357533110567E-016  -4.4323742143377826E-016  -1.0871709967648839E-015
  -1.0000000000000000      -0.64000000000000001        5.0989682744132624E-016  -4.8118197497925680E-016  -9.9107880242058315E-016
  -1.0000000000000000      -0.62000000000000000        1.8896156252923758E-016  -4.8889209537327504E-016  -6.7785365790251262E-016
  -1.0000000000000000      -0.59999999999999998        2.5583751514460711E-016  -4.6588332739563684E-016  -7.2172084254024400E-016
  -1.0000000000000000      -0.58000000000000007        3.5872091624706433E-016  -4.1360139655870711E-016  -7.7232231280577143E-016
  -1.0000000000000000      -0.56000000000000005        3.7816060922342004E-016  -3.3533136885646138E-016  -7.1349197807988142E-016
  -1.0000000000000000      -0.54000000000000004        5.9298286908209094E-017  -2.3599123798645733E-016  -2.9528952489466641E-016
  -1.0000000000000000      -0.52000000000000002       -4.2004157929401201E-017  -1.2182290971870240E-016  -7.9818751789301195E-017
  -1.0000000000000000      -0.50000000000000000       -5.5204496343851022E-017   1.1998078261294861E-031   5.5204496343851139E-017
  -1.0000000000000000      -0.47999999999999998       -6.3161098028674783E-017   1.2182290971870262E-016   1.8498400774737741E-016
  -1.0000000000000000      -0.45999999999999996        4.4438330073135300E-017   2.3599123798645753E-016   1.9155290791332224E-016
  -1.0000000000000000      -0.43999999999999995        2.1226450548472083E-016   3.3533136885646153E-016   1.2306686337174070E-016
  -1.0000000000000000      -0.42000000000000004        5.0246030999544938E-016   4.1360139655870706E-016  -8.8858913436742325E-017
  -1.0000000000000000      -0.40000000000000002        1.0804915333346261E-016   4.6588332739563704E-016   3.5783417406217442E-016
  -1.0000000000000000      -0.38000000000000000        1.1567056730204293E-015   4.8889209537327504E-016  -6.6781357764715426E-016
  -1.0000000000000000      -0.35999999999999999        2.0740893546700220E-016   4.8118197497925690E-016   2.7377303951225470E-016
  -1.0000000000000000      -0.33999999999999997       -5.6243256071463024E-017   4.4323742143377792E-016   4.9948067750524095E-016
  -1.0000000000000000      -0.31999999999999995        3.3560187832364107E-016   3.7744263058640690E-016   4.1840752262765828E-017
  -1.0000000000000000      -0.29999999999999993       -8.8863011631341922E-017   2.8793173112239826E-016   3.7679474275374016E-016
  -1.0000000000000000      -0.28000000000000003        3.3877885460387976E-017   1.8032902205313701E-016   1.4645113659274903E-016
  -1.0000000000000000      -0.26000000000000001        2.5486376631264342E-016   6.1395577324525156E-017  -1.9346818898811825E-016
  -1.0000000000000000      -0.23999999999999999        3.5917628972426287E-016  -6.1395577324525267E-017  -4.2057186704878814E-016
  -1.0000000000000000      -0.21999999999999997        6.0904416119124867E-016  -1.8032902205313711E-016  -7.8937318324438578E-016
  -1.0000000000000000      -0.19999999999999996        7.2674412876485415E-016  -2.8793173112239890E-016  -1.0146758598872530E-015
  -1.0000000000000000      -0.17999999999999994        1.0530215408272053E-015  -3.7744263058640739E-016  -1.4304641714136127E-015
  -1.0000000000000000      -0.16000000000000003        1.2770139378932459E-015  -4.4323742143377797E-016  -1.7202513593270238E-015
  -1.0000000000000000      -0.14000000000000001        5.5417182722788367E-016  -4.8118197497925680E-016  -1.0353538022071404E-015
  -1.0000000000000000      -0.12000000000000000        3.9013169326875297E-016  -4.8889209537327504E-016  -8.7902378864202796E-016
  -1.0000000000000000       -9.9999999999999978E-002   3.4839440848615129E-016  -4.6588332739563694E-016  -8.1427773588178823E-016
  -1.0000000000000000       -7.9999999999999960E-002   4.0082550215124782E-016  -4.1360139655870691E-016  -8.1442689870995473E-016
